timestamp,mac,rawData,acc
2025-08-23T00:15:02.461Z,C300001DA912,0201060303E1FF1216E1FFA103640014FFFEFEF112A91D0000C3,"{'x': 5120, 'y': -257, 'z': -3586}"
2025-08-23T00:15:02.309Z,C300001DA91C,0201060303E1FF1216E1FFA103640000FFF900EB1CA91D0000C3,"{'x': 0, 'y': -1537, 'z': -5376}"
2025-08-23T00:07:01.608Z,C300001DA912,0201060303E1FF1216E1FFA103640011FFFEFEFE12A91D0000C3,"{'x': 4352, 'y': -257, 'z': -258}"
2025-08-23T00:07:01.406Z,C300001DA912,0201060303E1FF1216E1FFA103640051FFE9FEDF12A91D0000C3,"{'x': 20736, 'y': -5633, 'z': -8194}"
2025-08-23T00:07:01.164Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FEFB12A91D0000C3,"{'x': 3072, 'y': 0, 'z': -1026}"
2025-08-23T00:06:29.506Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FEF912A91D0000C3,"{'x': 3072, 'y': 0, 'z': -1538}"
2025-08-23T00:06:29.264Z,C300001DA912,0201060303E1FF1216E1FFA103640005000CFF1512A91D0000C3,"{'x': 1280, 'y': 3072, 'z': 5631}"
2025-08-23T00:06:29.264Z,C300001DA912,0201060303E1FF1216E1FFA10364000A0007FF0812A91D0000C3,"{'x': 2560, 'y': 1792, 'z': 2303}"
2025-08-23T00:06:28.355Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3,"{'x': 0, 'y': 1792, 'z': 3071}"
2025-08-23T00:06:28.113Z,C3000049D100,0201060303E1FF1216E1FFA10364FFFE000AFF0300D1490000C3,"{'x': -257, 'y': 2560, 'z': 1023}"
2025-08-23T00:06:28.012Z,C3000049D100,0201060303E1FF1216E1FFA1036400020040FF1D00D1490000C3,"{'x': 512, 'y': 16384, 'z': 7679}"
2025-08-23T00:06:28.012Z,C3000049D100,0201060303E1FF1216E1FFA10364FFF90000FF0B00D1490000C3,"{'x': -1537, 'y': 0, 'z': 3071}"
2025-08-23T00:05:54.414Z,C3000049D100,0201060303E1FF1216E1FFA103640000000AFF0D00D1490000C3,"{'x': 0, 'y': 2560, 'z': 3583}"
2025-08-23T00:05:54.263Z,C3000049D100,0201060303E1FF1216E1FFA1036400070002FF0800D1490000C3,"{'x': 1792, 'y': 512, 'z': 2303}"
2025-08-23T00:05:54.162Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF1200D1490000C3,"{'x': 0, 'y': 1792, 'z': 4863}"
2025-08-23T00:05:50.408Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3,"{'x': 0, 'y': 1792, 'z': 3071}"
2025-08-23T00:05:50.307Z,C3000049D100,0201060303E1FF1216E1FFA1036400020007FF1000D1490000C3,"{'x': 512, 'y': 1792, 'z': 4351}"
2025-08-23T00:05:50.307Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF0B00D1490000C3,"{'x': 0, 'y': 1280, 'z': 3071}"
2025-08-23T00:05:50.105Z,C3000049D100,0201060303E1FF1216E1FFA1036400020007FF0B00D1490000C3,"{'x': 512, 'y': 1792, 'z': 3071}"
2025-08-23T00:05:50.014Z,C3000049D100,0201060303E1FF1216E1FFA10364FFEFFFF6FEF100D1490000C3,"{'x': -4097, 'y': -2305, 'z': -3586}"
2025-08-23T00:05:50.014Z,C3000049D100,0201060303E1FF1216E1FFA103640002000AFF0B00D1490000C3,"{'x': 512, 'y': 2560, 'z': 3071}"
2025-08-23T00:05:49.812Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF1D00D1490000C3,"{'x': 0, 'y': 1280, 'z': 7679}"
2025-08-23T00:03:19.261Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFE400FD1CA91D0000C3,"{'x': 512, 'y': -6913, 'z': -768}"
2025-08-23T00:03:19.261Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFF600F81CA91D0000C3,"{'x': 512, 'y': -2305, 'z': -2048}"
2025-08-23T00:03:19.110Z,C300001DA91C,0201060303E1FF1216E1FFA103640097008001781CA91D0000C3,"{'x': -26880, 'y': -32768, 'z': 30721}"
2025-08-23T00:03:15.658Z,C300001DA912,0201060303E1FF1216E1FFA10364000F0000FEFE12A91D0000C3,"{'x': 3840, 'y': 0, 'z': -258}"
2025-08-23T00:03:15.506Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FEFB12A91D0000C3,"{'x': 3072, 'y': 0, 'z': -1026}"
2025-08-23T00:03:15.355Z,C300001DA912,0201060303E1FF1216E1FFA10364000AFFFEFEF912A91D0000C3,"{'x': 2560, 'y': -257, 'z': -1538}"
2025-08-23T00:03:15.264Z,C300001DA912,0201060303E1FF1216E1FFA10364000C0000FF0312A91D0000C3,"{'x': 3072, 'y': 0, 'z': 1023}"
2025-08-23T00:03:15.163Z,C300001DA912,0201060303E1FF1216E1FFA10364003A001EFE6F12A91D0000C3,"{'x': 14848, 'y': 7680, 'z': 28670}"
2025-08-23T00:03:15.163Z,C300001DA912,0201060303E1FF1216E1FFA10364000CFFE7FEDF12A91D0000C3,"{'x': 3072, 'y': -6145, 'z': -8194}"
2025-08-22T23:32:11.309Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF0B00D1490000C3,"{'x': 0, 'y': 1280, 'z': 3071}"
2025-08-22T21:30:39.509Z,C300001DA912,0201060303E1FF1216E1FFA103640011FFF9FEF612A91D0000C3,"{'x': 4352, 'y': -1537, 'z': -2306}"
2025-08-22T21:30:39.206Z,C300001DA912,0201060303E1FF1216E1FFA103640023FFE4FF5212A91D0000C3,"{'x': 8960, 'y': -6913, 'z': 21247}"
2025-08-22T21:30:38.863Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFE900F01CA91D0000C3,"{'x': 512, 'y': -5633, 'z': -4096}"
2025-08-22T21:30:38.863Z,C3000049D100,0201060303E1FF1216E1FFA1036400000011FF0800D1490000C3,"{'x': 0, 'y': 4352, 'z': 2303}"
2025-08-22T21:30:38.762Z,C3000049D100,0201060303E1FF1216E1FFA103640000000AFF0600D1490000C3,"{'x': 0, 'y': 2560, 'z': 1791}"
2025-08-22T21:30:38.762Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF900F51CA91D0000C3,"{'x': 1792, 'y': -1537, 'z': -2816}"
2025-08-22T21:30:38.762Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3,"{'x': 0, 'y': 1792, 'z': 3071}"
2025-08-22T21:30:38.611Z,C3000049D100,0201060303E1FF1216E1FFA1036400000007FF0B00D1490000C3,"{'x': 0, 'y': 1792, 'z': 3071}"
2025-08-22T21:30:38.611Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF600F81CA91D0000C3,"{'x': 1792, 'y': -2305, 'z': -2048}"
2025-08-22T21:30:38.459Z,C3000049D100,0201060303E1FF1216E1FFA103640000000AFF0B00D1490000C3,"{'x': 0, 'y': 2560, 'z': 3071}"
2025-08-22T21:30:38.459Z,C300001DA91C,0201060303E1FF1216E1FFA103640005FFF900F01CA91D0000C3,"{'x': 1280, 'y': -1537, 'z': -4096}"
2025-08-22T21:30:38.257Z,C300001DA91C,0201060303E1FF1216E1FFA103640007FFF400F81CA91D0000C3,"{'x': 1792, 'y': -2817, 'z': -2048}"
2025-08-22T21:30:38.207Z,C3000049D100,0201060303E1FF1216E1FFA103640000FFE2FF2400D1490000C3,"{'x': 0, 'y': -7425, 'z': 9471}"
2025-08-22T21:30:38.207Z,C300001DA91C,0201060303E1FF1216E1FFA10364000CFFEF00E81CA91D0000C3,"{'x': 3072, 'y': -4097, 'z': -6144}"
2025-08-22T21:30:38.106Z,C3000049D100,0201060303E1FF1216E1FFA10364003DFFDDFE6400D1490000C3,"{'x': 15616, 'y': -8705, 'z': 25854}"
2025-08-22T21:30:38.106Z,C300001DA91C,0201060303E1FF1216E1FFA103640000001401781CA91D0000C3,"{'x': 0, 'y': 5120, 'z': 30721}"
2025-08-22T21:30:33.907Z,C3000049D100,0201060303E1FF1216E1FFA103640002000AFF0B00D1490000C3,"{'x': 512, 'y': 2560, 'z': 3071}"
2025-08-22T21:30:33.907Z,C3000049D100,0201060303E1FF1216E1FFA1036400000005FF0D00D1490000C3,"{'x': 0, 'y': 1280, 'z': 3583}"
2025-08-22T21:30:33.755Z,C300001DA91C,0201060303E1FF1216E1FFA10364000FFFF900FA1CA91D0000C3,"{'x': 3840, 'y': -1537, 'z': -1536}"
2025-08-22T21:30:33.755Z,C3000049D100,0201060303E1FF1216E1FFA10364FFFE000FFF0600D1490000C3,"{'x': -257, 'y': 3840, 'z': 1791}"
2025-08-22T21:30:33.755Z,C300001DA91C,0201060303E1FF1216E1FFA103640002FFF600F31CA91D0000C3,"{'x': 512, 'y': -2305, 'z': -3328}"
2025-08-22T21:30:33.614Z,C300001DA91C,0201060303E1FF1216E1FFA10364FFF4FFF400EE1CA91D0000C3,"{'x': -2817, 'y': -2817, 'z': -4608}"
2025-08-22T21:30:33.614Z,C3000049D100,0201060303E1FF1216E1FFA10364FFFE000FFF1800D1490000C3,"{'x': -257, 'y': 3840, 'z': 6399}"
2025-08-22T21:30:33.614Z,C300001DA91C,0201060303E1FF1216E1FFA10364000AFFF400F51CA91D0000C3,"{'x': 2560, 'y': -2817, 'z': -2816}"
2025-08-22T21:30:33.614Z,C3000049D100,0201060303E1FF1216E1FFA103640000000CFF0800D1490000C3,"{'x': 0, 'y': 3072, 'z': 2303}"
2025-08-22T21:30:33.462Z,C300001DA91C,0201060303E1FF1216E1FFA103640019001401511CA91D0000C3,"{'x': 6400, 'y': 5120, 'z': 20737}"
2025-08-22T21:30:33.462Z,C3000049D100,0201060303E1FF1216E1FFA10364FFF9000CFF0000D1490000C3,"{'x': -1537, 'y': 3072, 'z': 255}"
2025-08-22T21:30:33.311Z,C300001DA912,0201060303E1FF1216E1FFA10364008FFFC0FF3112A91D0000C3,"{'x': -28928, 'y': -16129, 'z': 12799}"
2025-08-22T21:30:20.856Z,C300001DA91C,0201060303E1FF1216E1FFA10364FFFEFFF600F31CA91D0000C3,"{'x': -257, 'y': -2305, 'z': -3328}"
