Timestamp,ACC_91C,ACC_912
2025-08-20T21:44:34.083Z,"{""x"": 7168, ""y"": -25089, ""z"": -32768}","{""x"": -257, ""y"": -9985, ""z"": -11522}"
2025-08-20T21:44:34.585Z,"{""x"": 14848, ""y"": 21247, ""z"": -16384}","{""x"": 512, ""y"": -17409, ""z"": 14079}"
2025-08-20T21:44:34.734Z,"{""x"": 10240, ""y"": 10751, ""z"": 13568}","{""x"": 0, ""y"": -32513, ""z"": -29186}"
2025-08-20T21:44:35.135Z,"{""x"": 15616, ""y"": 30463, ""z"": -4096}","{""x"": 4352, ""y"": 32511, ""z"": -11522}"
2025-08-20T21:44:35.333Z,"{""x"": 5888, ""y"": -17409, ""z"": -26367}","{""x"": 3072, ""y"": 18687, ""z"": 24063}"
2025-08-20T21:44:35.632Z,"{""x"": 2560, ""y"": -19201, ""z"": 2561}","{""x"": 2560, ""y"": -17921, ""z"": -9985}"
2025-08-20T21:44:36.235Z,"{""x"": 13568, ""y"": 25343, ""z"": -4096}","{""x"": 2560, ""y"": -16641, ""z"": -9985}"
2025-08-20T21:44:36.235Z,"{""x"": 13568, ""y"": 25343, ""z"": -4096}","{""x"": -1537, ""y"": -16641, ""z"": -10753}"
2025-08-20T21:44:36.235Z,"{""x"": 13568, ""y"": 25343, ""z"": -4096}","{""x"": -1025, ""y"": 30463, ""z"": 30462}"
2025-08-20T21:44:36.235Z,"{""x"": 512, ""y"": -20481, ""z"": -26880}","{""x"": 2560, ""y"": -16641, ""z"": -9985}"
2025-08-20T21:44:36.235Z,"{""x"": 512, ""y"": -20481, ""z"": -26880}","{""x"": -1537, ""y"": -16641, ""z"": -10753}"
2025-08-20T21:44:36.235Z,"{""x"": 512, ""y"": -20481, ""z"": -26880}","{""x"": -1025, ""y"": 30463, ""z"": 30462}"
2025-08-20T21:44:36.235Z,"{""x"": 17664, ""y"": -24577, ""z"": -23297}","{""x"": 2560, ""y"": -16641, ""z"": -9985}"
2025-08-20T21:44:36.235Z,"{""x"": 17664, ""y"": -24577, ""z"": -23297}","{""x"": -1537, ""y"": -16641, ""z"": -10753}"
2025-08-20T21:44:36.235Z,"{""x"": 17664, ""y"": -24577, ""z"": -23297}","{""x"": -1025, ""y"": 30463, ""z"": 30462}"
2025-08-20T21:44:36.235Z,"{""x"": 12288, ""y"": 23295, ""z"": 14337}","{""x"": 2560, ""y"": -16641, ""z"": -9985}"
2025-08-20T21:44:36.235Z,"{""x"": 12288, ""y"": 23295, ""z"": 14337}","{""x"": -1537, ""y"": -16641, ""z"": -10753}"
2025-08-20T21:44:36.235Z,"{""x"": 12288, ""y"": 23295, ""z"": 14337}","{""x"": -1025, ""y"": 30463, ""z"": 30462}"
2025-08-20T21:44:36.235Z,"{""x"": 5888, ""y"": -25089, ""z"": -32256}","{""x"": 2560, ""y"": -16641, ""z"": -9985}"
2025-08-20T21:44:36.235Z,"{""x"": 5888, ""y"": -25089, ""z"": -32256}","{""x"": -1537, ""y"": -16641, ""z"": -10753}"
2025-08-20T21:44:36.235Z,"{""x"": 5888, ""y"": -25089, ""z"": -32256}","{""x"": -1025, ""y"": 30463, ""z"": 30462}"
2025-08-20T21:44:36.583Z,"{""x"": 11776, ""y"": -27137, ""z"": 13569}","{""x"": 2560, ""y"": -27137, ""z"": 22783}"
2025-08-20T21:44:37.085Z,"{""x"": 8960, ""y"": 31743, ""z"": 26624}","{""x"": 8960, ""y"": -2305, ""z"": -29698}"
2025-08-20T21:44:37.134Z,"{""x"": 0, ""y"": -25857, ""z"": 20737}","{""x"": -8705, ""y"": 26623, ""z"": 23295}"
2025-08-20T21:44:37.385Z,"{""x"": 3840, ""y"": -27905, ""z"": 21505}","{""x"": 1280, ""y"": 26623, ""z"": -258}"
2025-08-20T21:44:38.335Z,"{""x"": 11008, ""y"": 19967, ""z"": -30976}","{""x"": 0, ""y"": 17407, ""z"": 30462}"
2025-08-20T21:44:38.485Z,"{""x"": 13056, ""y"": 25855, ""z"": -32768}","{""x"": 3840, ""y"": 19455, ""z"": -8706}"
2025-08-20T21:44:38.633Z,"{""x"": -1025, ""y"": -17921, ""z"": -2048}","{""x"": 512, ""y"": -17409, ""z"": -27137}"
2025-08-20T21:44:38.685Z,"{""x"": 5888, ""y"": 25343, ""z"": 3841}","{""x"": 3840, ""y"": 29951, ""z"": -32514}"
2025-08-20T21:44:38.835Z,"{""x"": 3072, ""y"": -28417, ""z"": -32768}","{""x"": 1792, ""y"": 31743, ""z"": 22014}"
2025-08-20T21:44:39.232Z,"{""x"": 0, ""y"": 30463, ""z"": 30721}","{""x"": -1537, ""y"": 19967, ""z"": 3583}"
2025-08-20T21:44:39.835Z,"{""x"": 0, ""y"": -19969, ""z"": 8449}","{""x"": 4352, ""y"": -12033, ""z"": -6914}"
2025-08-20T21:44:39.835Z,"{""x"": 0, ""y"": -19969, ""z"": 8449}","{""x"": -31488, ""y"": 29951, ""z"": -32514}"
2025-08-20T21:44:39.835Z,"{""x"": 0, ""y"": -19969, ""z"": 8449}","{""x"": -257, ""y"": -21249, ""z"": -1538}"
2025-08-20T21:44:40.785Z,"{""x"": 4352, ""y"": -30465, ""z"": -12032}","{""x"": 13568, ""y"": -19201, ""z"": -4098}"
2025-08-20T21:44:40.785Z,"{""x"": 8448, ""y"": 31231, ""z"": 26624}","{""x"": 13568, ""y"": -19201, ""z"": -4098}"
2025-08-20T21:44:41.133Z,"{""x"": 2560, ""y"": 16127, ""z"": 15617}","{""x"": -4097, ""y"": 29183, ""z"": -29185}"
2025-08-20T21:44:41.583Z,"{""x"": 5120, ""y"": -28417, ""z"": 13056}","{""x"": 4352, ""y"": 19967, ""z"": -9474}"
2025-08-20T21:44:42.185Z,"{""x"": 2560, ""y"": 19967, ""z"": -9984}","{""x"": -1025, ""y"": -29185, ""z"": -30465}"
2025-08-20T21:44:43.233Z,"{""x"": 0, ""y"": 18687, ""z"": -12032}","{""x"": -6145, ""y"": -30465, ""z"": 29182}"
2025-08-20T21:44:44.034Z,"{""x"": -6913, ""y"": -30977, ""z"": -258}","{""x"": 1792, ""y"": 18175, ""z"": 11519}"
2025-08-20T21:44:44.632Z,"{""x"": 20736, ""y"": -19969, ""z"": 20735}","{""x"": 1792, ""y"": -22017, ""z"": -5634}"
2025-08-20T21:44:44.984Z,"{""x"": 0, ""y"": 22783, ""z"": -768}","{""x"": -1537, ""y"": -30977, ""z"": 15616}"
2025-08-20T21:44:45.235Z,"{""x"": -1025, ""y"": -30977, ""z"": -9984}","{""x"": 0, ""y"": 27903, ""z"": 22015}"
2025-08-20T21:44:45.583Z,"{""x"": 0, ""y"": 24063, ""z"": -27648}","{""x"": 512, ""y"": 24575, ""z"": 4863}"
2025-08-20T21:44:45.935Z,"{""x"": -3585, ""y"": -16641, ""z"": 9729}","{""x"": 17664, ""y"": 15359, ""z"": 2303}"
2025-08-20T21:44:46.133Z,"{""x"": -2305, ""y"": -1025, ""z"": -30975}","{""x"": -22017, ""y"": -25089, ""z"": 1022}"
2025-08-20T21:44:46.683Z,"{""x"": 512, ""y"": -2306, ""z"": -2048}","{""x"": 8448, ""y"": 5120, ""z"": -4866}"
2025-08-20T21:44:47.035Z,"{""x"": 0, ""y"": 9471, ""z"": 5889}","{""x"": -257, ""y"": 22015, ""z"": 29182}"
2025-08-20T21:44:47.184Z,"{""x"": -3585, ""y"": -6913, ""z"": 13057}","{""x"": 3072, ""y"": 24575, ""z"": -27905}"
2025-08-20T21:44:47.184Z,"{""x"": -3585, ""y"": -6913, ""z"": 13057}","{""x"": -30465, ""y"": -30977, ""z"": 7678}"
2025-08-20T21:44:47.285Z,"{""x"": 4352, ""y"": -29185, ""z"": -13824}","{""x"": 8448, ""y"": 13568, ""z"": 4863}"
2025-08-20T21:44:47.633Z,"{""x"": 512, ""y"": 24063, ""z"": -21760}","{""x"": 3840, ""y"": -5634, ""z"": -11522}"
2025-08-20T21:44:47.735Z,"{""x"": 3072, ""y"": 21504, ""z"": -13823}","{""x"": 5120, ""y"": -1026, ""z"": -5634}"
2025-08-20T21:44:47.933Z,"{""x"": 3840, ""y"": -25857, ""z"": -15872}","{""x"": 5888, ""y"": -8705, ""z"": 6399}"
2025-08-20T21:44:48.034Z,"{""x"": 9728, ""y"": 4351, ""z"": -19200}","{""x"": 5120, ""y"": 3071, ""z"": -4866}"
2025-08-20T21:44:48.333Z,"{""x"": -29185, ""y"": 3071, ""z"": 3072}","{""x"": -14081, ""y"": 3583, ""z"": -18690}"
2025-08-20T21:44:48.632Z,"{""x"": 0, ""y"": -12802, ""z"": 28673}","{""x"": -29696, ""y"": -24578, ""z"": 27902}"
2025-08-20T21:44:48.932Z,"{""x"": -4097, ""y"": -27137, ""z"": 13568}","{""x"": 10240, ""y"": 7168, ""z"": 3583}"
2025-08-20T21:44:49.284Z,"{""x"": 0, ""y"": 24063, ""z"": -28416}","{""x"": 3840, ""y"": 16639, ""z"": 14079}"
2025-08-20T21:44:49.284Z,"{""x"": 0, ""y"": 24063, ""z"": -28416}","{""x"": 7168, ""y"": -22529, ""z"": -10753}"
2025-08-20T21:44:49.284Z,"{""x"": 6400, ""y"": -15361, ""z"": 3073}","{""x"": 3840, ""y"": 16639, ""z"": 14079}"
2025-08-20T21:44:49.284Z,"{""x"": 6400, ""y"": -15361, ""z"": 3073}","{""x"": 7168, ""y"": -22529, ""z"": -10753}"
2025-08-20T21:44:49.535Z,"{""x"": 9728, ""y"": -12801, ""z"": -25088}","{""x"": 8960, ""y"": -29185, ""z"": 3583}"
2025-08-20T21:44:49.785Z,"{""x"": 7680, ""y"": -15361, ""z"": -7936}","{""x"": -16641, ""y"": -21249, ""z"": 14079}"
2025-08-20T21:44:49.935Z,"{""x"": 18176, ""y"": -17409, ""z"": -15104}","{""x"": -2305, ""y"": -13313, ""z"": 12799}"
2025-08-20T21:44:50.085Z,"{""x"": 9728, ""y"": -23809, ""z"": -11264}","{""x"": 1792, ""y"": 3072, ""z"": 3583}"
2025-08-20T21:44:50.133Z,"{""x"": 14849, ""y"": -30465, ""z"": 23552}","{""x"": -8705, ""y"": -29185, ""z"": 23295}"
2025-08-20T21:44:50.283Z,"{""x"": -17920, ""y"": -11521, ""z"": -8704}","{""x"": 24575, ""y"": -6913, ""z"": 5631}"
2025-08-20T21:44:50.485Z,"{""x"": 23552, ""y"": -25857, ""z"": -768}","{""x"": 28671, ""y"": 25343, ""z"": -23810}"
2025-08-20T21:44:50.683Z,"{""x"": -257, ""y"": -5633, ""z"": 24832}","{""x"": -23297, ""y"": 1280, ""z"": -30466}"
2025-08-20T21:44:51.084Z,"{""x"": -17920, ""y"": -20481, ""z"": -767}","{""x"": -16641, ""y"": 32511, ""z"": -27138}"
2025-08-20T21:44:51.132Z,"{""x"": 31232, ""y"": -4866, ""z"": 10241}","{""x"": 512, ""y"": -26369, ""z"": 12799}"
2025-08-20T21:44:51.233Z,"{""x"": -1025, ""y"": -23809, ""z"": -1535}","{""x"": -12801, ""y"": -29697, ""z"": -31488}"
2025-08-20T21:44:51.334Z,"{""x"": 17664, ""y"": -15361, ""z"": -1537}","{""x"": -4865, ""y"": -9473, ""z"": -12032}"
2025-08-20T21:44:54.235Z,"{""x"": 22272, ""y"": -20481, ""z"": -17152}","{""x"": 22015, ""y"": -17921, ""z"": -26370}"
2025-08-20T21:44:54.332Z,"{""x"": -6656, ""y"": -26369, ""z"": -22527}","{""x"": -30977, ""y"": 11776, ""z"": 1022}"
2025-08-20T21:44:54.534Z,"{""x"": 11008, ""y"": -30977, ""z"": 32511}","{""x"": -16129, ""y"": -27905, ""z"": 3070}"
2025-08-20T21:44:54.635Z,"{""x"": 17664, ""y"": -29185, ""z"": 15616}","{""x"": -10753, ""y"": -29185, ""z"": 13567}"
2025-08-20T21:44:54.732Z,"{""x"": 12288, ""y"": -16641, ""z"": 9729}","{""x"": -16129, ""y"": -14593, ""z"": -17410}"
2025-08-20T21:44:54.882Z,"{""x"": 20736, ""y"": -24577, ""z"": -767}","{""x"": -2817, ""y"": 29951, ""z"": 18687}"
2025-08-20T21:44:55.186Z,"{""x"": 22784, ""y"": 16639, ""z"": 13057}","{""x"": -10753, ""y"": -28417, ""z"": -2818}"
2025-08-20T21:44:55.732Z,"{""x"": 20224, ""y"": -30977, ""z"": -5633}","{""x"": -13313, ""y"": 27135, ""z"": 6399}"
2025-08-20T21:44:56.035Z,"{""x"": 8960, ""y"": -27137, ""z"": -24320}","{""x"": -7425, ""y"": -14593, ""z"": -14082}"
2025-08-20T21:44:56.233Z,"{""x"": 8960, ""y"": -14593, ""z"": 13057}","{""x"": -8705, ""y"": 24063, ""z"": 14079}"
2025-08-20T21:44:56.335Z,"{""x"": 21504, ""y"": -14081, ""z"": -26879}","{""x"": -19969, ""y"": -12033, ""z"": 16126}"
2025-08-20T21:44:56.735Z,"{""x"": 13056, ""y"": -25089, ""z"": -13824}","{""x"": -17921, ""y"": -30977, ""z"": 25855}"
2025-08-20T21:44:57.634Z,"{""x"": 14848, ""y"": 32511, ""z"": -12801}","{""x"": -2305, ""y"": 18687, ""z"": 32511}"
2025-08-20T21:44:58.133Z,"{""x"": -32256, ""y"": 24575, ""z"": -767}","{""x"": -4097, ""y"": 31743, ""z"": 22783}"
2025-08-20T21:44:58.384Z,"{""x"": 8448, ""y"": 30463, ""z"": -28416}","{""x"": -16129, ""y"": -8193, ""z"": 26622}"
2025-08-20T21:44:58.735Z,"{""x"": -25600, ""y"": -28417, ""z"": -6655}","{""x"": -19969, ""y"": 27135, ""z"": 8959}"
2025-08-20T21:44:59.283Z,"{""x"": 23552, ""y"": -11521, ""z"": -767}","{""x"": -8705, ""y"": -9473, ""z"": -22530}"
2025-08-20T21:44:59.832Z,"{""x"": 13056, ""y"": 29951, ""z"": 15616}","{""x"": -4865, ""y"": -16641, ""z"": 32511}"
2025-08-20T21:44:59.934Z,"{""x"": 23552, ""y"": -23809, ""z"": -23039}","{""x"": -1025, ""y"": -30465, ""z"": 14847}"
2025-08-20T21:45:00.182Z,"{""x"": 12288, ""y"": -27137, ""z"": 22784}","{""x"": -6913, ""y"": -29185, ""z"": 4863}"
2025-08-20T21:45:00.235Z,"{""x"": 7680, ""y"": 18944, ""z"": 12288}","{""x"": 0, ""y"": -24577, ""z"": 29951}"
2025-08-20T21:45:00.932Z,"{""x"": 14848, ""y"": -26369, ""z"": 7169}","{""x"": -6145, ""y"": 20735, ""z"": 24575}"
2025-08-20T21:45:01.084Z,"{""x"": 25344, ""y"": -23809, ""z"": 1281}","{""x"": -3585, ""y"": 18687, ""z"": -14081}"
2025-08-20T21:45:01.183Z,"{""x"": 3072, ""y"": 15359, ""z"": -27648}","{""x"": -14081, ""y"": -26369, ""z"": -258}"
2025-08-20T21:45:01.332Z,"{""x"": 16384, ""y"": 9471, ""z"": 27393}","{""x"": 0, ""y"": 3071, ""z"": -7425}"
2025-08-20T21:45:02.284Z,"{""x"": -12033, ""y"": -6914, ""z"": 22784}","{""x"": 15616, ""y"": -27905, ""z"": 29951}"
2025-08-20T21:45:02.334Z,"{""x"": 5888, ""y"": 8959, ""z"": 20224}","{""x"": -2817, ""y"": -17922, ""z"": -16129}"
2025-08-20T21:45:02.582Z,"{""x"": -1025, ""y"": 1791, ""z"": 1280}","{""x"": -2305, ""y"": -8706, ""z"": -31745}"
2025-08-20T21:45:02.982Z,"{""x"": -7425, ""y"": 7679, ""z"": 16384}","{""x"": 19456, ""y"": -6914, ""z"": -15361}"
2025-08-20T21:45:03.332Z,"{""x"": 10240, ""y"": 14847, ""z"": -21760}","{""x"": -26369, ""y"": 22783, ""z"": 27903}"
2025-08-20T21:45:03.633Z,"{""x"": 19456, ""y"": -258, ""z"": -22529}","{""x"": -22529, ""y"": 4351, ""z"": -5633}"
2025-08-20T21:45:03.834Z,"{""x"": 29952, ""y"": 1023, ""z"": -17409}","{""x"": 31231, ""y"": 14847, ""z"": -30977}"
2025-08-20T21:45:04.082Z,"{""x"": -22528, ""y"": -32513, ""z"": 29183}","{""x"": -9473, ""y"": -8194, ""z"": -25088}"
2025-08-20T21:45:05.083Z,"{""x"": 10240, ""y"": 8959, ""z"": -24577}","{""x"": -14081, ""y"": -13314, ""z"": -12034}"
2025-08-20T21:45:05.083Z,"{""x"": 16384, ""y"": 5631, ""z"": -12544}","{""x"": -14081, ""y"": -13314, ""z"": -12034}"
2025-08-20T21:45:05.133Z,"{""x"": 13568, ""y"": -27906, ""z"": 7679}","{""x"": -6913, ""y"": -4098, ""z"": 1280}"
2025-08-20T21:45:05.232Z,"{""x"": 18944, ""y"": 255, ""z"": -4096}","{""x"": -1537, ""y"": -2306, ""z"": 12799}"
2025-08-20T21:45:05.334Z,"{""x"": 7680, ""y"": 7679, ""z"": -32513}","{""x"": -257, ""y"": -5634, ""z"": -18689}"
2025-08-20T21:45:06.484Z,"{""x"": 10240, ""y"": 12799, ""z"": 28672}","{""x"": 0, ""y"": 18175, ""z"": -17409}"
2025-08-20T21:45:06.633Z,"{""x"": 0, ""y"": -2306, ""z"": -8705}","{""x"": -9473, ""y"": 3583, ""z"": -30977}"
2025-08-20T21:45:06.682Z,"{""x"": -5633, ""y"": 25343, ""z"": 27392}","{""x"": 15616, ""y"": 15359, ""z"": 32511}"
2025-08-20T21:45:06.934Z,"{""x"": -8705, ""y"": 1023, ""z"": -17152}","{""x"": 16384, ""y"": 18687, ""z"": 23295}"
2025-08-20T21:45:07.132Z,"{""x"": 10751, ""y"": -18690, ""z"": 1022}","{""x"": 7168, ""y"": 8959, ""z"": 29183}"
2025-08-20T21:45:07.234Z,"{""x"": -8705, ""y"": 29951, ""z"": 1793}","{""x"": 8960, ""y"": -1026, ""z"": 255}"
2025-08-20T21:45:07.333Z,"{""x"": -9473, ""y"": 24575, ""z"": -6144}","{""x"": 17664, ""y"": 1023, ""z"": -30208}"
2025-08-20T21:45:08.133Z,"{""x"": -9985, ""y"": 26623, ""z"": -2816}","{""x"": 21504, ""y"": 9471, ""z"": -21250}"
2025-08-20T21:45:08.183Z,"{""x"": -10753, ""y"": -8194, ""z"": 26624}","{""x"": 24064, ""y"": -10754, ""z"": 14337}"
2025-08-20T21:45:08.682Z,"{""x"": -6913, ""y"": -4098, ""z"": 26624}","{""x"": 9728, ""y"": -4098, ""z"": 29183}"
2025-08-20T21:45:08.682Z,"{""x"": -6913, ""y"": -4098, ""z"": 26624}","{""x"": 16896, ""y"": 25343, ""z"": 12287}"
2025-08-20T21:45:08.934Z,"{""x"": -8705, ""y"": 10751, ""z"": 31233}","{""x"": 8960, ""y"": -10754, ""z"": 18944}"
2025-08-20T21:45:09.033Z,"{""x"": -24577, ""y"": -2818, ""z"": -257}","{""x"": 7168, ""y"": -29697, ""z"": 2303}"
2025-08-20T21:45:09.334Z,"{""x"": -9985, ""y"": -4866, ""z"": 20736}","{""x"": 12288, ""y"": 24575, ""z"": 8191}"
2025-08-20T21:45:09.783Z,"{""x"": -257, ""y"": -31746, ""z"": -13313}","{""x"": 11008, ""y"": 3071, ""z"": 24063}"
2025-08-20T21:45:10.133Z,"{""x"": -9985, ""y"": 19967, ""z"": -13824}","{""x"": 4352, ""y"": -13314, ""z"": -1025}"
2025-08-20T21:45:12.784Z,"{""x"": 29952, ""y"": 3071, ""z"": 26624}","{""x"": 26623, ""y"": 13567, ""z"": 3583}"
2025-08-20T21:45:13.032Z,"{""x"": 22784, ""y"": -2818, ""z"": -11264}","{""x"": 4352, ""y"": -16642, ""z"": -7425}"
2025-08-20T21:45:14.034Z,"{""x"": -29697, ""y"": 14079, ""z"": 24063}","{""x"": -32768, ""y"": 8191, ""z"": -19969}"
2025-08-20T21:45:14.133Z,"{""x"": 5120, ""y"": 22783, ""z"": -24320}","{""x"": 26624, ""y"": -4098, ""z"": 11008}"
2025-08-20T21:45:14.282Z,"{""x"": 32511, ""y"": 23295, ""z"": 6911}","{""x"": 24064, ""y"": 18175, ""z"": 28671}"
2025-08-20T21:45:14.735Z,"{""x"": -15361, ""y"": -27138, ""z"": -6145}","{""x"": 20736, ""y"": -4866, ""z"": 1280}"
2025-08-20T21:45:14.982Z,"{""x"": -15361, ""y"": -29698, ""z"": -3585}","{""x"": 20736, ""y"": -6914, ""z"": -4865}"
2025-08-20T21:45:15.233Z,"{""x"": -15361, ""y"": -6146, ""z"": -4865}","{""x"": 24064, ""y"": 9471, ""z"": -19969}"
2025-08-20T21:45:16.132Z,"{""x"": 5120, ""y"": -9473, ""z"": 13568}","{""x"": 2560, ""y"": -1025, ""z"": -1537}"
2025-08-20T21:45:16.334Z,"{""x"": 28672, ""y"": -2305, ""z"": 26624}","{""x"": -29696, ""y"": 18175, ""z"": 4351}"
2025-08-20T21:45:16.932Z,"{""x"": 1792, ""y"": -9473, ""z"": -9216}","{""x"": 14847, ""y"": -2305, ""z"": -23810}"
2025-08-20T21:45:17.835Z,"{""x"": 25343, ""y"": 11519, ""z"": 3072}","{""x"": -26880, ""y"": 16127, ""z"": -17921}"
2025-08-20T21:45:17.934Z,"{""x"": -29697, ""y"": 9471, ""z"": -6913}","{""x"": 32000, ""y"": 7679, ""z"": 7680}"
2025-08-20T21:45:18.334Z,"{""x"": 23295, ""y"": 0, ""z"": -11522}","{""x"": 4353, ""y"": -12801, ""z"": 3841}"
2025-08-20T21:45:18.483Z,"{""x"": -6146, ""y"": -11521, ""z"": 4351}","{""x"": -7424, ""y"": 1280, ""z"": 3841}"
2025-08-20T21:45:18.684Z,"{""x"": 8191, ""y"": 28671, ""z"": 3840}","{""x"": -30208, ""y"": -10753, ""z"": -8193}"
2025-08-20T21:45:18.833Z,"{""x"": 22015, ""y"": 18687, ""z"": 0}","{""x"": 3840, ""y"": 18687, ""z"": -257}"
2025-08-20T21:45:19.085Z,"{""x"": 19456, ""y"": 12287, ""z"": -1025}","{""x"": 29951, ""y"": -2818, ""z"": 24064}"
2025-08-20T21:45:19.683Z,"{""x"": 9728, ""y"": 2303, ""z"": 31231}","{""x"": 21504, ""y"": 24063, ""z"": 20736}"
2025-08-20T21:45:19.732Z,"{""x"": -27137, ""y"": 25343, ""z"": -30977}","{""x"": 30720, ""y"": 9471, ""z"": 24832}"
2025-08-20T21:45:20.083Z,"{""x"": -8193, ""y"": 10751, ""z"": 31231}","{""x"": 13056, ""y"": 16127, ""z"": 2560}"
2025-08-20T21:45:20.182Z,"{""x"": -16129, ""y"": 18175, ""z"": -28417}","{""x"": -19200, ""y"": -1538, ""z"": 4352}"
2025-08-20T21:45:20.182Z,"{""x"": 29183, ""y"": 8191, ""z"": -3585}","{""x"": -19200, ""y"": -1538, ""z"": 4352}"
2025-08-20T21:45:20.634Z,"{""x"": 512, ""y"": 1023, ""z"": -25089}","{""x"": 19456, ""y"": 7679, ""z"": -22528}"
2025-08-20T21:45:20.734Z,"{""x"": 1280, ""y"": -6914, ""z"": -25089}","{""x"": -14081, ""y"": 7679, ""z"": 31743}"
2025-08-20T21:45:20.883Z,"{""x"": 11776, ""y"": 2303, ""z"": -18689}","{""x"": -12033, ""y"": -8194, ""z"": 29951}"
2025-08-20T21:45:21.035Z,"{""x"": -8705, ""y"": 4863, ""z"": 10751}","{""x"": -13313, ""y"": 16127, ""z"": 1022}"
2025-08-20T21:45:21.283Z,"{""x"": -8193, ""y"": -8194, ""z"": 27903}","{""x"": -17409, ""y"": 5631, ""z"": 1791}"
2025-08-20T21:45:21.332Z,"{""x"": 19456, ""y"": -2818, ""z"": 6400}","{""x"": 12288, ""y"": 20735, ""z"": 8449}"
2025-08-20T21:45:23.934Z,"{""x"": 20736, ""y"": 6399, ""z"": 18944}","{""x"": 9728, ""y"": 9471, ""z"": -1536}"
2025-08-20T21:45:24.235Z,"{""x"": 2560, ""y"": -29185, ""z"": 4351}","{""x"": -12033, ""y"": -9474, ""z"": -9984}"
2025-08-20T21:45:24.284Z,"{""x"": -25600, ""y"": 18175, ""z"": -20480}","{""x"": -9473, ""y"": -2818, ""z"": 18177}"
2025-08-20T21:45:24.634Z,"{""x"": 29952, ""y"": -1026, ""z"": 13056}","{""x"": -11521, ""y"": -8194, ""z"": -22529}"
2025-08-20T21:45:24.833Z,"{""x"": 14848, ""y"": 2303, ""z"": 3072}","{""x"": 3072, ""y"": -10754, ""z"": 21504}"
2025-08-20T21:45:24.933Z,"{""x"": 8960, ""y"": 255, ""z"": -25089}","{""x"": -2305, ""y"": 3583, ""z"": 1792}"
2025-08-20T21:45:25.633Z,"{""x"": -2305, ""y"": 3583, ""z"": 14847}","{""x"": -8193, ""y"": 13567, ""z"": -32768}"
2025-08-20T21:45:25.883Z,"{""x"": -28416, ""y"": 1791, ""z"": 0}","{""x"": -2306, ""y"": 13567, ""z"": 10240}"
2025-08-20T21:45:26.033Z,"{""x"": -16384, ""y"": 22783, ""z"": 22015}","{""x"": 13568, ""y"": -32513, ""z"": -12801}"
2025-08-20T21:45:26.132Z,"{""x"": -17920, ""y"": 5631, ""z"": -12801}","{""x"": 31743, ""y"": -1538, ""z"": 15616}"
2025-08-20T21:45:26.234Z,"{""x"": -10496, ""y"": -2306, ""z"": 13568}","{""x"": 24575, ""y"": 2303, ""z"": 8448}"
2025-08-20T21:45:27.282Z,"{""x"": 29440, ""y"": -258, ""z"": -17409}","{""x"": -22529, ""y"": -21249, ""z"": 1022}"
2025-08-20T21:45:27.532Z,"{""x"": -17920, ""y"": 10239, ""z"": -9984}","{""x"": -31745, ""y"": -7426, ""z"": -19969}"
2025-08-20T21:45:27.682Z,"{""x"": -17920, ""y"": 5631, ""z"": -9985}","{""x"": 29951, ""y"": 1023, ""z"": -22529}"
2025-08-20T21:45:27.682Z,"{""x"": -17920, ""y"": 5631, ""z"": -9985}","{""x"": -28417, ""y"": 16639, ""z"": -5376}"
2025-08-20T21:45:27.832Z,"{""x"": 18944, ""y"": 1791, ""z"": 255}","{""x"": 31231, ""y"": -4098, ""z"": -22528}"
2025-08-20T21:45:27.934Z,"{""x"": 7681, ""y"": 29951, ""z"": -20991}","{""x"": 29951, ""y"": -12802, ""z"": 18176}"
2025-08-20T21:45:28.132Z,"{""x"": 23552, ""y"": 19455, ""z"": -12802}","{""x"": 32511, ""y"": 1791, ""z"": -767}"
2025-08-20T21:45:28.333Z,"{""x"": -9984, ""y"": 24575, ""z"": 4351}","{""x"": 22783, ""y"": -1538, ""z"": -4865}"
2025-08-20T21:45:28.633Z,"{""x"": -23808, ""y"": -2818, ""z"": 31232}","{""x"": 24063, ""y"": 1023, ""z"": 26624}"
2025-08-20T21:45:28.733Z,"{""x"": 2561, ""y"": 14847, ""z"": 1022}","{""x"": -23809, ""y"": 7679, ""z"": -768}"
2025-08-20T21:45:29.883Z,"{""x"": 9728, ""y"": 1791, ""z"": 25343}","{""x"": 31231, ""y"": 1791, ""z"": 24832}"
2025-08-20T21:45:30.033Z,"{""x"": 29440, ""y"": 23295, ""z"": 6911}","{""x"": 25855, ""y"": 2303, ""z"": 25343}"
2025-08-20T21:45:30.333Z,"{""x"": -28416, ""y"": 1791, ""z"": -2305}","{""x"": -31745, ""y"": -32513, ""z"": -3328}"
2025-08-20T21:45:30.704Z,"{""x"": -24320, ""y"": 9471, ""z"": 0}","{""x"": -32513, ""y"": -2818, ""z"": 11008}"
2025-08-20T21:45:30.704Z,"{""x"": -24320, ""y"": 9471, ""z"": 0}","{""x"": -29697, ""y"": 8191, ""z"": 31232}"
2025-08-20T21:45:31.134Z,"{""x"": -30976, ""y"": 7679, ""z"": -26369}","{""x"": 31231, ""y"": 15359, ""z"": -5376}"
2025-08-20T21:45:31.483Z,"{""x"": -19712, ""y"": 29951, ""z"": -27905}","{""x"": -31745, ""y"": -25089, ""z"": 17664}"
2025-08-20T21:45:31.682Z,"{""x"": -27648, ""y"": -2306, ""z"": -16129}","{""x"": 30463, ""y"": 13567, ""z"": 5120}"
