Timestamp,ACC_91C,ACC_912
2025-08-20T21:42:45.179Z,"{""x"": -9984, ""y"": -17152, ""z"": -25089}","{""x"": 1023, ""y"": -30976, ""z"": -18432}"
2025-08-20T21:42:45.179Z,"{""x"": -9984, ""y"": -17152, ""z"": -25089}","{""x"": -7425, ""y"": -14081, ""z"": -31488}"
2025-08-20T21:42:45.179Z,"{""x"": 11776, ""y"": -8193, ""z"": -17921}","{""x"": -11522, ""y"": 32000, ""z"": 20224}"
2025-08-20T21:42:45.179Z,"{""x"": 11776, ""y"": -8193, ""z"": -17921}","{""x"": -2306, ""y"": -26368, ""z"": 1792}"
2025-08-20T21:42:45.179Z,"{""x"": 11776, ""y"": -8193, ""z"": -17921}","{""x"": 1023, ""y"": -30976, ""z"": -18432}"
2025-08-20T21:42:45.179Z,"{""x"": 11776, ""y"": -8193, ""z"": -17921}","{""x"": -7425, ""y"": -14081, ""z"": -31488}"
2025-08-20T21:42:45.775Z,"{""x"": 2560, ""y"": -22529, ""z"": -25857}","{""x"": 31742, ""y"": 7168, ""z"": 27392}"
2025-08-20T21:42:46.027Z,"{""x"": -12544, ""y"": -19969, ""z"": -25089}","{""x"": -14082, ""y"": -32513, ""z"": 24832}"
2025-08-20T21:42:46.724Z,"{""x"": 1792, ""y"": 14079, ""z"": 30463}","{""x"": 6400, ""y"": -27905, ""z"": 26112}"
2025-08-20T21:42:46.724Z,"{""x"": 1792, ""y"": 14079, ""z"": 30463}","{""x"": -4866, ""y"": -17921, ""z"": 29952}"
2025-08-20T21:42:46.724Z,"{""x"": 1792, ""y"": 14079, ""z"": 30463}","{""x"": -258, ""y"": -13313, ""z"": 14848}"
2025-08-20T21:42:46.724Z,"{""x"": 1792, ""y"": 14079, ""z"": 30463}","{""x"": 4863, ""y"": -25089, ""z"": 25344}"
2025-08-20T21:42:46.724Z,"{""x"": 1792, ""y"": 14079, ""z"": 30463}","{""x"": 21247, ""y"": -12801, ""z"": -17152}"
2025-08-20T21:42:46.724Z,"{""x"": -32255, ""y"": 14848, ""z"": -24577}","{""x"": 6400, ""y"": -27905, ""z"": 26112}"
2025-08-20T21:42:46.724Z,"{""x"": -32255, ""y"": 14848, ""z"": -24577}","{""x"": -4866, ""y"": -17921, ""z"": 29952}"
2025-08-20T21:42:46.724Z,"{""x"": -32255, ""y"": 14848, ""z"": -24577}","{""x"": -258, ""y"": -13313, ""z"": 14848}"
2025-08-20T21:42:46.724Z,"{""x"": -32255, ""y"": 14848, ""z"": -24577}","{""x"": 4863, ""y"": -25089, ""z"": 25344}"
2025-08-20T21:42:46.724Z,"{""x"": -32255, ""y"": 14848, ""z"": -24577}","{""x"": 21247, ""y"": -12801, ""z"": -17152}"
2025-08-20T21:42:46.724Z,"{""x"": -27648, ""y"": 1280, ""z"": 31231}","{""x"": 6400, ""y"": -27905, ""z"": 26112}"
2025-08-20T21:42:46.724Z,"{""x"": -27648, ""y"": 1280, ""z"": 31231}","{""x"": -4866, ""y"": -17921, ""z"": 29952}"
2025-08-20T21:42:46.724Z,"{""x"": -27648, ""y"": 1280, ""z"": 31231}","{""x"": -258, ""y"": -13313, ""z"": 14848}"
2025-08-20T21:42:46.724Z,"{""x"": -27648, ""y"": 1280, ""z"": 31231}","{""x"": 4863, ""y"": -25089, ""z"": 25344}"
2025-08-20T21:42:46.724Z,"{""x"": -27648, ""y"": 1280, ""z"": 31231}","{""x"": 21247, ""y"": -12801, ""z"": -17152}"
2025-08-20T21:42:46.724Z,"{""x"": 24832, ""y"": -16129, ""z"": -23297}","{""x"": 6400, ""y"": -27905, ""z"": 26112}"
2025-08-20T21:42:46.724Z,"{""x"": 24832, ""y"": -16129, ""z"": -23297}","{""x"": -4866, ""y"": -17921, ""z"": 29952}"
2025-08-20T21:42:46.724Z,"{""x"": 24832, ""y"": -16129, ""z"": -23297}","{""x"": -258, ""y"": -13313, ""z"": 14848}"
2025-08-20T21:42:46.724Z,"{""x"": 24832, ""y"": -16129, ""z"": -23297}","{""x"": 4863, ""y"": -25089, ""z"": 25344}"
2025-08-20T21:42:46.724Z,"{""x"": 24832, ""y"": -16129, ""z"": -23297}","{""x"": 21247, ""y"": -12801, ""z"": -17152}"
2025-08-20T21:42:46.976Z,"{""x"": -9984, ""y"": -5633, ""z"": 19967}","{""x"": 27135, ""y"": -21249, ""z"": -30208}"
2025-08-20T21:42:47.128Z,"{""x"": -17152, ""y"": -7425, ""z"": 12799}","{""x"": -3585, ""y"": 25855, ""z"": 28160}"
2025-08-20T21:42:47.279Z,"{""x"": -26369, ""y"": -4098, ""z"": 32511}","{""x"": 1280, ""y"": -23809, ""z"": -26368}"
2025-08-20T21:42:47.774Z,"{""x"": 27392, ""y"": -29185, ""z"": 18175}","{""x"": -23297, ""y"": -24577, ""z"": -17920}"
2025-08-20T21:42:48.026Z,"{""x"": -7425, ""y"": 18175, ""z"": 10239}","{""x"": -11521, ""y"": 29183, ""z"": 28160}"
2025-08-20T21:42:48.178Z,"{""x"": 14848, ""y"": 8191, ""z"": 19967}","{""x"": -19201, ""y"": 11519, ""z"": -23040}"
2025-08-20T21:42:48.228Z,"{""x"": 13568, ""y"": 14847, ""z"": 30463}","{""x"": -29185, ""y"": 3071, ""z"": -24320}"
2025-08-20T21:42:48.379Z,"{""x"": -20481, ""y"": -32513, ""z"": 12799}","{""x"": -20992, ""y"": -10753, ""z"": -25600}"
2025-08-20T21:42:48.581Z,"{""x"": -8193, ""y"": 16127, ""z"": -22017}","{""x"": 7680, ""y"": 8959, ""z"": 20224}"
2025-08-20T21:42:49.530Z,"{""x"": 7681, ""y"": 12288, ""z"": -27905}","{""x"": 4863, ""y"": -13313, ""z"": -28928}"
2025-08-20T21:42:50.025Z,"{""x"": -15361, ""y"": -15362, ""z"": 32511}","{""x"": 20735, ""y"": 29183, ""z"": 32000}"
2025-08-20T21:42:50.176Z,"{""x"": 7168, ""y"": 22015, ""z"": 31231}","{""x"": 15359, ""y"": 18175, ""z"": 28160}"
2025-08-20T21:42:50.227Z,"{""x"": 5121, ""y"": -30465, ""z"": 30463}","{""x"": -13314, ""y"": 18175, ""z"": 28672}"
2025-08-20T21:42:50.731Z,"{""x"": 3840, ""y"": 28671, ""z"": 25855}","{""x"": 22783, ""y"": 32511, ""z"": 26624}"
2025-08-20T21:42:51.024Z,"{""x"": -9985, ""y"": 14847, ""z"": 28671}","{""x"": 20224, ""y"": -30977, ""z"": 31232}"
2025-08-20T21:42:51.327Z,"{""x"": 29183, ""y"": -1026, ""z"": 31743}","{""x"": 26624, ""y"": -29185, ""z"": 31232}"
2025-08-20T21:42:51.428Z,"{""x"": -16129, ""y"": 18687, ""z"": 31231}","{""x"": -3585, ""y"": -26369, ""z"": -28416}"
2025-08-20T21:42:51.529Z,"{""x"": -25600, ""y"": 29951, ""z"": 22015}","{""x"": 10751, ""y"": -19970, ""z"": 31232}"
2025-08-20T21:42:51.781Z,"{""x"": -12033, ""y"": 23295, ""z"": 22015}","{""x"": 20736, ""y"": -29697, ""z"": -32256}"
2025-08-20T21:42:52.478Z,"{""x"": -9473, ""y"": 15359, ""z"": -30977}","{""x"": 8960, ""y"": 22783, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": -9473, ""y"": 15359, ""z"": -30977}","{""x"": 11008, ""y"": 31743, ""z"": -30208}"
2025-08-20T21:42:52.478Z,"{""x"": -9473, ""y"": 15359, ""z"": -30977}","{""x"": 23552, ""y"": -30977, ""z"": -32256}"
2025-08-20T21:42:52.478Z,"{""x"": -9473, ""y"": 15359, ""z"": -30977}","{""x"": 24832, ""y"": 16127, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": -9473, ""y"": 15359, ""z"": -30977}","{""x"": -23809, ""y"": -16130, ""z"": -29696}"
2025-08-20T21:42:52.478Z,"{""x"": -27137, ""y"": 10751, ""z"": 25343}","{""x"": 8960, ""y"": 22783, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": -27137, ""y"": 10751, ""z"": 25343}","{""x"": 11008, ""y"": 31743, ""z"": -30208}"
2025-08-20T21:42:52.478Z,"{""x"": -27137, ""y"": 10751, ""z"": 25343}","{""x"": 23552, ""y"": -30977, ""z"": -32256}"
2025-08-20T21:42:52.478Z,"{""x"": -27137, ""y"": 10751, ""z"": 25343}","{""x"": 24832, ""y"": 16127, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": -27137, ""y"": 10751, ""z"": 25343}","{""x"": -23809, ""y"": -16130, ""z"": -29696}"
2025-08-20T21:42:52.478Z,"{""x"": 13056, ""y"": 17407, ""z"": 22015}","{""x"": 8960, ""y"": 22783, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": 13056, ""y"": 17407, ""z"": 22015}","{""x"": 11008, ""y"": 31743, ""z"": -30208}"
2025-08-20T21:42:52.478Z,"{""x"": 13056, ""y"": 17407, ""z"": 22015}","{""x"": 23552, ""y"": -30977, ""z"": -32256}"
2025-08-20T21:42:52.478Z,"{""x"": 13056, ""y"": 17407, ""z"": 22015}","{""x"": 24832, ""y"": 16127, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": 13056, ""y"": 17407, ""z"": 22015}","{""x"": -23809, ""y"": -16130, ""z"": -29696}"
2025-08-20T21:42:52.478Z,"{""x"": -14081, ""y"": 21247, ""z"": 28671}","{""x"": 8960, ""y"": 22783, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": -14081, ""y"": 21247, ""z"": 28671}","{""x"": 11008, ""y"": 31743, ""z"": -30208}"
2025-08-20T21:42:52.478Z,"{""x"": -14081, ""y"": 21247, ""z"": 28671}","{""x"": 23552, ""y"": -30977, ""z"": -32256}"
2025-08-20T21:42:52.478Z,"{""x"": -14081, ""y"": 21247, ""z"": 28671}","{""x"": 24832, ""y"": 16127, ""z"": 32000}"
2025-08-20T21:42:52.478Z,"{""x"": -14081, ""y"": 21247, ""z"": 28671}","{""x"": -23809, ""y"": -16130, ""z"": -29696}"
2025-08-20T21:42:52.932Z,"{""x"": 513, ""y"": 13056, ""z"": 28671}","{""x"": 24575, ""y"": -12033, ""z"": 20224}"
2025-08-20T21:42:53.023Z,"{""x"": -2048, ""y"": -31488, ""z"": 24063}","{""x"": -7426, ""y"": 16384, ""z"": -17920}"
2025-08-20T21:42:53.275Z,"{""x"": 5120, ""y"": -27137, ""z"": 30463}","{""x"": 512, ""y"": -21249, ""z"": 30720}"
2025-08-20T21:42:53.880Z,"{""x"": 26624, ""y"": 30463, ""z"": 29183}","{""x"": -20482, ""y"": 2303, ""z"": 28672}"
2025-08-20T21:42:53.880Z,"{""x"": 26624, ""y"": 30463, ""z"": 29183}","{""x"": -16641, ""y"": -25857, ""z"": -32768}"
2025-08-20T21:42:53.931Z,"{""x"": -9216, ""y"": -23297, ""z"": 23295}","{""x"": 6399, ""y"": 18175, ""z"": 32000}"
2025-08-20T21:42:54.082Z,"{""x"": -9985, ""y"": 13567, ""z"": 30463}","{""x"": 17664, ""y"": -9985, ""z"": 26624}"
2025-08-20T21:42:54.289Z,"{""x"": -32768, ""y"": 27135, ""z"": 29951}","{""x"": 30463, ""y"": 16639, ""z"": -30208}"
2025-08-20T21:42:55.139Z,"{""x"": -7424, ""y"": -29185, ""z"": 19455}","{""x"": 22015, ""y"": -22529, ""z"": -31488}"
2025-08-20T21:42:56.789Z,"{""x"": -20992, ""y"": 7681, ""z"": 24575}","{""x"": 20735, ""y"": -13824, ""z"": -23808}"
2025-08-20T21:42:56.937Z,"{""x"": 27392, ""y"": 7168, ""z"": 17407}","{""x"": -5634, ""y"": 22272, ""z"": 22784}"
2025-08-20T21:42:57.135Z,"{""x"": 22784, ""y"": -23297, ""z"": 7679}","{""x"": 6911, ""y"": -29696, ""z"": 28672}"
2025-08-20T21:42:57.284Z,"{""x"": 17664, ""y"": 16896, ""z"": 28671}","{""x"": -29697, ""y"": -12801, ""z"": -14592}"
2025-08-20T21:42:58.133Z,"{""x"": 20736, ""y"": -19969, ""z"": 12799}","{""x"": -3586, ""y"": -17921, ""z"": 26624}"
2025-08-20T21:42:58.232Z,"{""x"": 14336, ""y"": 23295, ""z"": 10751}","{""x"": -29697, ""y"": -6913, ""z"": -9984}"
2025-08-20T21:42:58.340Z,"{""x"": 18176, ""y"": 23295, ""z"": 14079}","{""x"": -9985, ""y"": 29951, ""z"": -15872}"
2025-08-20T21:42:58.538Z,"{""x"": 22272, ""y"": -23297, ""z"": 12287}","{""x"": 32511, ""y"": 1792, ""z"": -21760}"
2025-08-20T21:42:58.687Z,"{""x"": -29696, ""y"": 13568, ""z"": 30463}","{""x"": 12799, ""y"": 8448, ""z"": 17664}"
2025-08-20T21:42:59.289Z,"{""x"": -6656, ""y"": 24064, ""z"": 9471}","{""x"": -7426, ""y"": 7168, ""z"": 23552}"
2025-08-20T21:42:59.289Z,"{""x"": -6656, ""y"": 24064, ""z"": 9471}","{""x"": 7679, ""y"": -32768, ""z"": -12032}"
2025-08-20T21:42:59.289Z,"{""x"": -6656, ""y"": 24064, ""z"": 9471}","{""x"": 8191, ""y"": 15616, ""z"": -6656}"
2025-08-20T21:42:59.289Z,"{""x"": -6656, ""y"": 24064, ""z"": 9471}","{""x"": 25855, ""y"": -27648, ""z"": 29440}"
2025-08-20T21:42:59.289Z,"{""x"": -6656, ""y"": 24064, ""z"": 9471}","{""x"": -32513, ""y"": 5888, ""z"": -21760}"
2025-08-20T21:42:59.289Z,"{""x"": 23552, ""y"": -3585, ""z"": 24063}","{""x"": -7426, ""y"": 7168, ""z"": 23552}"
2025-08-20T21:42:59.289Z,"{""x"": 23552, ""y"": -3585, ""z"": 24063}","{""x"": 7679, ""y"": -32768, ""z"": -12032}"
2025-08-20T21:42:59.289Z,"{""x"": 23552, ""y"": -3585, ""z"": 24063}","{""x"": 8191, ""y"": 15616, ""z"": -6656}"
2025-08-20T21:42:59.289Z,"{""x"": 23552, ""y"": -3585, ""z"": 24063}","{""x"": 25855, ""y"": -27648, ""z"": 29440}"
2025-08-20T21:42:59.289Z,"{""x"": 23552, ""y"": -3585, ""z"": 24063}","{""x"": -32513, ""y"": 5888, ""z"": -21760}"
2025-08-20T21:42:59.289Z,"{""x"": 24064, ""y"": 21247, ""z"": 8191}","{""x"": -7426, ""y"": 7168, ""z"": 23552}"
2025-08-20T21:42:59.289Z,"{""x"": 24064, ""y"": 21247, ""z"": 8191}","{""x"": 7679, ""y"": -32768, ""z"": -12032}"
2025-08-20T21:42:59.289Z,"{""x"": 24064, ""y"": 21247, ""z"": 8191}","{""x"": 8191, ""y"": 15616, ""z"": -6656}"
2025-08-20T21:42:59.289Z,"{""x"": 24064, ""y"": 21247, ""z"": 8191}","{""x"": 25855, ""y"": -27648, ""z"": 29440}"
2025-08-20T21:42:59.289Z,"{""x"": 24064, ""y"": 21247, ""z"": 8191}","{""x"": -32513, ""y"": 5888, ""z"": -21760}"
2025-08-20T21:42:59.289Z,"{""x"": 18176, ""y"": -22017, ""z"": 12287}","{""x"": -7426, ""y"": 7168, ""z"": 23552}"
2025-08-20T21:42:59.289Z,"{""x"": 18176, ""y"": -22017, ""z"": 12287}","{""x"": 7679, ""y"": -32768, ""z"": -12032}"
2025-08-20T21:42:59.289Z,"{""x"": 18176, ""y"": -22017, ""z"": 12287}","{""x"": 8191, ""y"": 15616, ""z"": -6656}"
2025-08-20T21:42:59.289Z,"{""x"": 18176, ""y"": -22017, ""z"": 12287}","{""x"": 25855, ""y"": -27648, ""z"": 29440}"
2025-08-20T21:42:59.289Z,"{""x"": 18176, ""y"": -22017, ""z"": 12287}","{""x"": -32513, ""y"": 5888, ""z"": -21760}"
2025-08-20T21:42:59.289Z,"{""x"": -13824, ""y"": 17664, ""z"": 18687}","{""x"": -7426, ""y"": 7168, ""z"": 23552}"
2025-08-20T21:42:59.289Z,"{""x"": -13824, ""y"": 17664, ""z"": 18687}","{""x"": 7679, ""y"": -32768, ""z"": -12032}"
2025-08-20T21:42:59.289Z,"{""x"": -13824, ""y"": 17664, ""z"": 18687}","{""x"": 8191, ""y"": 15616, ""z"": -6656}"
2025-08-20T21:42:59.289Z,"{""x"": -13824, ""y"": 17664, ""z"": 18687}","{""x"": 25855, ""y"": -27648, ""z"": 29440}"
2025-08-20T21:42:59.289Z,"{""x"": -13824, ""y"": 17664, ""z"": 18687}","{""x"": -32513, ""y"": 5888, ""z"": -21760}"
2025-08-20T21:42:59.289Z,"{""x"": -14592, ""y"": -17920, ""z"": 16127}","{""x"": -7426, ""y"": 7168, ""z"": 23552}"
2025-08-20T21:42:59.289Z,"{""x"": -14592, ""y"": -17920, ""z"": 16127}","{""x"": 7679, ""y"": -32768, ""z"": -12032}"
2025-08-20T21:42:59.289Z,"{""x"": -14592, ""y"": -17920, ""z"": 16127}","{""x"": 8191, ""y"": 15616, ""z"": -6656}"
2025-08-20T21:42:59.289Z,"{""x"": -14592, ""y"": -17920, ""z"": 16127}","{""x"": 25855, ""y"": -27648, ""z"": 29440}"
2025-08-20T21:42:59.289Z,"{""x"": -14592, ""y"": -17920, ""z"": 16127}","{""x"": -32513, ""y"": 5888, ""z"": -21760}"
2025-08-20T21:43:00.584Z,"{""x"": -4097, ""y"": -29697, ""z"": -16642}","{""x"": 1280, ""y"": 8191, ""z"": 31232}"
2025-08-20T21:43:00.634Z,"{""x"": 24833, ""y"": 24575, ""z"": -26880}","{""x"": -24577, ""y"": 17407, ""z"": 16896}"
2025-08-20T21:43:02.037Z,"{""x"": -21249, ""y"": 32510, ""z"": 10239}","{""x"": 19456, ""y"": 25342, ""z"": -15872}"
2025-08-20T21:43:02.235Z,"{""x"": -2305, ""y"": -27905, ""z"": -15361}","{""x"": 27392, ""y"": -17921, ""z"": -8705}"
2025-08-20T21:43:02.541Z,"{""x"": 24575, ""y"": 4863, ""z"": 15359}","{""x"": 26624, ""y"": -6913, ""z"": -1537}"
2025-08-20T21:43:02.937Z,"{""x"": -11521, ""y"": -8194, ""z"": -29697}","{""x"": -2817, ""y"": 31231, ""z"": -3585}"
2025-08-20T21:43:02.937Z,"{""x"": -25089, ""y"": 5120, ""z"": 1280}","{""x"": -2817, ""y"": 31231, ""z"": -3585}"
2025-08-20T21:43:03.233Z,"{""x"": -27137, ""y"": -25090, ""z"": 10751}","{""x"": -30208, ""y"": -27905, ""z"": 24832}"
2025-08-20T21:43:04.933Z,"{""x"": 0, ""y"": 24575, ""z"": 22783}","{""x"": -10753, ""y"": -23297, ""z"": -14081}"
2025-08-20T21:43:05.536Z,"{""x"": 6400, ""y"": -4097, ""z"": -17409}","{""x"": -17921, ""y"": -1537, ""z"": -8705}"
2025-08-20T21:43:05.635Z,"{""x"": 0, ""y"": -17410, ""z"": 17407}","{""x"": 24063, ""y"": -9985, ""z"": -11521}"
2025-08-20T21:43:06.283Z,"{""x"": -8193, ""y"": 27135, ""z"": 31231}","{""x"": 22272, ""y"": -11521, ""z"": 18176}"
2025-08-20T21:43:06.638Z,"{""x"": 8448, ""y"": 1023, ""z"": 4863}","{""x"": 16384, ""y"": -21249, ""z"": -12032}"
2025-08-20T21:43:07.686Z,"{""x"": 2560, ""y"": 512, ""z"": -27137}","{""x"": 20736, ""y"": -12802, ""z"": 32001}"
2025-08-20T21:43:07.934Z,"{""x"": -2817, ""y"": -17921, ""z"": 23295}","{""x"": 17664, ""y"": 30462, ""z"": 26625}"
2025-08-20T21:43:08.141Z,"{""x"": -12801, ""y"": -13313, ""z"": -4098}","{""x"": 512, ""y"": -30977, ""z"": -12544}"
2025-08-20T21:43:08.685Z,"{""x"": 19455, ""y"": -8705, ""z"": 29183}","{""x"": -6144, ""y"": -11521, ""z"": -14593}"
2025-08-20T21:43:09.188Z,"{""x"": -30465, ""y"": -31746, ""z"": -7425}","{""x"": 10240, ""y"": -19969, ""z"": -12032}"
2025-08-20T21:43:09.188Z,"{""x"": -19969, ""y"": -4098, ""z"": -13313}","{""x"": 10240, ""y"": -19969, ""z"": -12032}"
2025-08-20T21:43:09.337Z,"{""x"": -14081, ""y"": -15361, ""z"": 27903}","{""x"": -25088, ""y"": 23295, ""z"": -14593}"
2025-08-20T21:43:09.485Z,"{""x"": -32513, ""y"": -4098, ""z"": 24832}","{""x"": 27392, ""y"": 18175, ""z"": -3585}"
2025-08-20T21:43:09.584Z,"{""x"": -22529, ""y"": 1023, ""z"": 1791}","{""x"": 8960, ""y"": 7679, ""z"": 16384}"
2025-08-20T21:43:09.782Z,"{""x"": -2817, ""y"": -4098, ""z"": -2306}","{""x"": 18176, ""y"": 6911, ""z"": 18944}"
2025-08-20T21:43:10.138Z,"{""x"": -14593, ""y"": 255, ""z"": -3585}","{""x"": 25344, ""y"": 8959, ""z"": -25089}"
2025-08-20T21:43:10.237Z,"{""x"": -14081, ""y"": 8191, ""z"": 18176}","{""x"": 18944, ""y"": 12287, ""z"": 0}"
2025-08-20T21:43:10.435Z,"{""x"": -16129, ""y"": 5631, ""z"": -2305}","{""x"": 20736, ""y"": 18687, ""z"": -22529}"
2025-08-20T21:43:10.740Z,"{""x"": -27905, ""y"": 31743, ""z"": -30977}","{""x"": 20736, ""y"": 24063, ""z"": 12288}"
2025-08-20T21:43:10.937Z,"{""x"": -23040, ""y"": 6911, ""z"": 17407}","{""x"": 27903, ""y"": -9474, ""z"": 12289}"
2025-08-20T21:43:11.082Z,"{""x"": -19712, ""y"": 9471, ""z"": 1022}","{""x"": -23297, ""y"": -22017, ""z"": 4353}"
2025-08-20T21:43:11.236Z,"{""x"": 15616, ""y"": -30465, ""z"": 6399}","{""x"": 8960, ""y"": 31231, ""z"": -29185}"
2025-08-20T21:43:11.640Z,"{""x"": 10240, ""y"": 22015, ""z"": 7679}","{""x"": -12033, ""y"": 8191, ""z"": 9728}"
2025-08-20T21:43:11.939Z,"{""x"": 7680, ""y"": -2306, ""z"": -26370}","{""x"": -9473, ""y"": 22015, ""z"": 1281}"
2025-08-20T21:43:11.939Z,"{""x"": 8448, ""y"": 4351, ""z"": 3840}","{""x"": -9473, ""y"": 22015, ""z"": 1281}"
2025-08-20T21:43:12.036Z,"{""x"": 7680, ""y"": 8191, ""z"": 1022}","{""x"": 12288, ""y"": 19967, ""z"": 24062}"
2025-08-20T21:43:12.133Z,"{""x"": 14336, ""y"": 26623, ""z"": 2303}","{""x"": -4097, ""y"": 1791, ""z"": -6144}"
2025-08-20T21:43:12.334Z,"{""x"": 18944, ""y"": 25855, ""z"": 6911}","{""x"": -14593, ""y"": 22015, ""z"": -11264}"
2025-08-20T21:43:12.738Z,"{""x"": 23552, ""y"": 14847, ""z"": 12287}","{""x"": -12801, ""y"": 24063, ""z"": 7680}"
2025-08-20T21:43:13.336Z,"{""x"": 17664, ""y"": 6399, ""z"": 16127}","{""x"": -8193, ""y"": -23809, ""z"": 7680}"
2025-08-20T21:43:14.337Z,"{""x"": -9473, ""y"": 10751, ""z"": -30977}","{""x"": 29440, ""y"": 24063, ""z"": 11776}"
2025-08-20T21:43:16.332Z,"{""x"": 1022, ""y"": 0, ""z"": 29440}","{""x"": -7424, ""y"": 9471, ""z"": -14081}"
2025-08-20T21:43:16.688Z,"{""x"": -6143, ""y"": 4351, ""z"": 10241}","{""x"": -25089, ""y"": 21247, ""z"": -2306}"
2025-08-20T21:43:16.736Z,"{""x"": 28672, ""y"": 3071, ""z"": -28928}","{""x"": -12801, ""y"": 14079, ""z"": 19967}"
2025-08-20T21:43:16.938Z,"{""x"": -7425, ""y"": -1537, ""z"": -24578}","{""x"": 0, ""y"": -21249, ""z"": 5889}"
2025-08-20T21:43:17.035Z,"{""x"": 16127, ""y"": -16641, ""z"": 15616}","{""x"": -25088, ""y"": -27905, ""z"": 1022}"
2025-08-20T21:43:18.037Z,"{""x"": -22529, ""y"": 26623, ""z"": 10751}","{""x"": 10241, ""y"": 18175, ""z"": -767}"
2025-08-20T21:43:18.133Z,"{""x"": -12033, ""y"": -4098, ""z"": 23295}","{""x"": 4352, ""y"": 27903, ""z"": 8448}"
2025-08-20T21:43:18.287Z,"{""x"": 31231, ""y"": -12033, ""z"": 2560}","{""x"": 20224, ""y"": -14593, ""z"": -12544}"
2025-08-20T21:43:19.336Z,"{""x"": 8960, ""y"": 7679, ""z"": -4097}","{""x"": 14336, ""y"": -23809, ""z"": 27392}"
2025-08-20T21:43:19.635Z,"{""x"": 512, ""y"": -23297, ""z"": 1022}","{""x"": -3585, ""y"": -13313, ""z"": -768}"
2025-08-20T21:43:19.789Z,"{""x"": -16641, ""y"": -31745, ""z"": 11776}","{""x"": -20992, ""y"": -12033, ""z"": 16896}"
2025-08-20T21:43:20.039Z,"{""x"": -30977, ""y"": -15361, ""z"": 30463}","{""x"": -28416, ""y"": -30977, ""z"": 11009}"
2025-08-20T21:43:20.185Z,"{""x"": 29951, ""y"": -17409, ""z"": 26622}","{""x"": -2817, ""y"": 19967, ""z"": 27392}"
2025-08-20T21:43:20.233Z,"{""x"": -22017, ""y"": 18687, ""z"": -9474}","{""x"": -12544, ""y"": -3585, ""z"": 5121}"
2025-08-20T21:43:20.387Z,"{""x"": -30977, ""y"": -19201, ""z"": 11519}","{""x"": 10240, ""y"": -5634, ""z"": 11777}"
2025-08-20T21:43:21.235Z,"{""x"": -25857, ""y"": -23809, ""z"": 26623}","{""x"": -7425, ""y"": 12287, ""z"": -4608}"
2025-08-20T21:43:21.340Z,"{""x"": 5120, ""y"": 27903, ""z"": 14846}","{""x"": -9473, ""y"": 16127, ""z"": 18945}"
2025-08-20T21:43:24.539Z,"{""x"": 10751, ""y"": 14847, ""z"": -8193}","{""x"": -6913, ""y"": -6914, ""z"": -12801}"
2025-08-20T21:43:24.935Z,"{""x"": -29697, ""y"": -31745, ""z"": 24062}","{""x"": -15872, ""y"": -29185, ""z"": 29441}"
2025-08-20T21:43:25.234Z,"{""x"": -22529, ""y"": 27135, ""z"": -11522}","{""x"": 13056, ""y"": 14079, ""z"": -30208}"
2025-08-20T21:43:25.282Z,"{""x"": 22783, ""y"": -22017, ""z"": -16642}","{""x"": -15872, ""y"": -23809, ""z"": -2816}"
2025-08-20T21:43:25.637Z,"{""x"": 15359, ""y"": -15361, ""z"": 16127}","{""x"": 6400, ""y"": 8959, ""z"": 16384}"
2025-08-20T21:43:26.033Z,"{""x"": 24575, ""y"": -21249, ""z"": 31743}","{""x"": 28160, ""y"": 16127, ""z"": 7168}"
2025-08-20T21:43:26.283Z,"{""x"": -11521, ""y"": 29951, ""z"": -32513}","{""x"": 26112, ""y"": 14847, ""z"": 17664}"
2025-08-20T21:43:26.687Z,"{""x"": -32513, ""y"": 21247, ""z"": 8448}","{""x"": 20224, ""y"": 16639, ""z"": 32000}"
2025-08-20T21:43:27.083Z,"{""x"": -23809, ""y"": 10239, ""z"": 19456}","{""x"": 31232, ""y"": -23297, ""z"": 21504}"
2025-08-20T21:43:27.140Z,"{""x"": -8705, ""y"": -1538, ""z"": 14336}","{""x"": 16896, ""y"": 10239, ""z"": 19456}"
2025-08-20T21:43:27.236Z,"{""x"": -20481, ""y"": 25343, ""z"": 31743}","{""x"": 30720, ""y"": 27135, ""z"": 10241}"
2025-08-20T21:43:27.487Z,"{""x"": -17921, ""y"": 18175, ""z"": -17921}","{""x"": 18944, ""y"": 8959, ""z"": 8960}"
2025-08-20T21:43:27.689Z,"{""x"": -28417, ""y"": 29951, ""z"": -6146}","{""x"": -30208, ""y"": 31743, ""z"": -10496}"
2025-08-20T21:43:28.133Z,"{""x"": -22529, ""y"": 14079, ""z"": -5633}","{""x"": 12288, ""y"": 13567, ""z"": -5376}"
2025-08-20T21:43:28.238Z,"{""x"": -22017, ""y"": 14079, ""z"": -1537}","{""x"": -32768, ""y"": 24063, ""z"": 4352}"
